113392 108242 99.54494277828022
113392 36341 12.149087662960973
113392 192201 35.19856817899763
113392 89927 100.30067296314294
113392 134449 109.56229570925038
113392 151112 105.6560265971783
113392 153584 146.05422453207476
113392 111440 114.01298556818884
113392 68907 34.51150413771106
113392 184335 16.895123180145802
113392 132227 77.40886310774833
113392 185659 109.09338202701865
113392 186667 39.05355237269035
113392 178629 63.42906734164469
113392 172735 69.95361545230334
113392 21657 12.434711790563357
113392 19028 16.187562864157577
113392 147713 151.96507933507576
113392 95457 119.05983111105267
113392 58457 3.9839482913509725
113392 137561 49.329554180708
113392 548 5.562313744686602
113392 166269 28.550996083321554
113392 34416 18.271184263145763
113392 38543 17.070403900186648
113392 25114 16.16153294763403
113392 97922 25.81362974803987
113392 172177 61.30273951316588
113392 67092 54.76015726664657
113392 128118 146.44418640589188
113392 125810 47.35941319972977
113392 212610 8.940797440333158
113392 26142 1.5272884457731488
113392 55290 17.008168077614187
113392 218841 5.0922886834941625
113392 207888 5.67923430860783
113392 199953 34.81185263683137
113392 210146 12.455162890714574
113392 155753 55.52327250908299
113392 66342 32.025735886740954
113392 144647 6.26723698271831
113392 105427 11.229299610639217
113392 209619 3.9021505038792554
113392 203571 7.5764327040047865
113392 28222 2.4699155004870392
113392 200127 26.49318610289259
113392 60310 17.630174315115895
113392 218985 1.1996593427294677
113392 218287 2.5329835601573327
113392 24221 1.7225183885140694
